SupplierID,SupplierAddress,SupplierName,SupplierContactDetails,ProductID,CarMaker,CarModel,CarColor,CarModelYear,CarPrice,CustomerID,CustomerName,Gender,JobTitle,PhoneNumber,EmailAddress,City,Country,CountryCode,State,CustomerAddress,OrderDate,OrderID,ShipDate,ShipMode,Shipping,PostalCode,Sales,Quantity,Discount,CreditCardType,CreditCard,CustomerFeedback
831,0 Alpine Place,Edgeclub,206-01-2301,8398,Ford,E350,Mauv,2004,683185.48,63868-926,Kienan De Ruel,Male,Software Engineer I,316-154-9276,kden2@histats.com,Wichita,United States,US,Kansas,41978 Talmadge Pass,2019/03/04,21695-223,2019/01/18,Second Class,Air,67220,893058.78,2,0.74,china-unionpay,56022559904518041,Okay
832,8 Arizona Park,Mynte,747-50-9079,5694,Lincoln,Town Car,Khaki,2008,562464.08,0904-5869,Shannan Humfrey,Male,Civil Engineer,757-497-5918,shumfreyn3@arizona.edu,Newport News,United States,US,Virginia,631 Ridgeview Plaza,2018/06/28,49967-006,2019/03/30,First Class,Air,23605,774076.72,2,0.87,mastercard,5206993995559132,Good
833,770 Corry Road,Oozz,213-92-7831,8673,Nissan,Sentra,Turquoise,2003,502874.75,21695-146,Esmeralda Prodrick,Female,Help Desk Operator,336-225-2671,eprodrickn4@cafepress.com,Winston Salem,United States,US,North Carolina,63196 Erie Point,2018/12/26,35356-765,2019/03/10,First Class,Air,27110,789455.65,2,0.42,diners-club-enroute,201584132005638,Bad
834,2867 Lukken Circle,Tagpad,273-17-9329,4263,Kia,Sedona,Blue,2011,532384.01,36800-618,Bambie Freemantle,Female,Dental Hygienist,504-116-7257,bfreemantlen5@barnesandnoble.com,New Orleans,United States,US,Louisiana,85 Veith Junction,2018/12/01,76344-5001,2019/03/22,First Class,Air,70174,993960.11,2,0.31,jcb,3588753415047230,Good
835,5 Comanche Terrace,Linkbuzz,863-38-3008,8551,Suzuki,Vitara,Red,2004,739966.48,49643-301,Brit Brennan,Female,Account Executive,626-219-1419,bbrennann6@cam.ac.uk,Alhambra,United States,US,California,3196 Mifflin Trail,2019/05/13,0378-7155,2019/02/26,Standard Class,Air,91841,826635.90,2,0.58,maestro,6304701299036748788,Good
836,707 Roxbury Crossing,Kayveo,320-86-5969,5589,Chevrolet,Express 2500,Red,1996,786288.29,50268-453,Moira Bearward,Female,Chemical Engineer,704-898-9941,mbearwardn7@census.gov,Charlotte,United States,US,North Carolina,68 Dixon Place,2019/05/19,49349-015,2019/05/24,Second Class,Air,28220,946986.17,2,0.38,mastercard,5010127021926751,Very Good
837,9872 Pennsylvania Terrace,Linkbridge,184-72-8743,9105,Mercedes-Benz,GL-Class,Teal,2007,610117.98,36987-2265,Vittorio Mariner,Male,Administrative Officer,717-648-1601,vmarinern8@netvibes.com,Harrisburg,United States,US,Pennsylvania,24963 Schiller Drive,2018/08/30,37000-410,2019/04/12,Same Day,Air,17126,930483.56,1,0.4,visa-electron,4175001821376042,Very Good
838,3250 Golf Course Plaza,Divavu,140-89-4888,6711,Acura,ZDX,Khaki,2010,757687.61,53489-590,Nikaniki Ciccottini,Female,Web Designer I,713-180-4911,nciccottinin9@hugedomains.com,Houston,United States,US,Texas,551 Springview Point,2019/05/05,68788-9841,2019/05/05,Same Day,Air,77281,937869.14,1,0.39,diners-club-carte-blanche,30185217529976,Very Bad
839,82 Dennis Road,Leexo,434-91-9008,7722,Volvo,C70,Mauv,2013,671719.74,0440-1385,Sergeant Walkley,Male,Chief Design Engineer,765-151-4119,swalkleyna@ucla.edu,Anderson,United States,US,Indiana,713 Meadow Ridge Place,2019/03/30,63783-403,2019/01/27,First Class,Truck,46015,755845.16,2,0.35,jcb,3577577247126422,Good
840,39 Mifflin Park,InnoZ,331-64-7016,6299,GMC,Sierra 2500HD,Turquoise,2006,794277.70,36987-2079,Ali Repper,Female,Systems Administrator IV,512-811-0997,areppernb@about.com,Austin,United States,US,Texas,537 Homewood Avenue,2019/06/02,55154-5896,2019/05/17,Standard Class,Truck,78710,708238.89,1,0.73,jcb,3545773834947903,Bad
841,1 Forest Dale Alley,Pixope,643-75-4415,8480,Mazda,Navajo,Maroon,1993,779729.93,68472-132,Anna-diane Jeanesson,Female,Recruiter,865-870-9779,ajeanessonnc@printfriendly.com,Knoxville,United States,US,Tennessee,2 Shopko Lane,2018/09/17,37808-476,2019/01/05,Same Day,Air,37995,893916.29,2,0.69,mastercard,5100144009414107,Very Good
842,87713 Hooker Crossing,Feedbug,375-41-3647,7706,Mazda,MPV,Pink,1990,680232.41,48951-1037,Elwira Maylam,Female,Account Representative II,405-247-5112,emaylamnd@illinois.edu,Norman,United States,US,Oklahoma,534 8th Park,2018/07/29,52125-051,2019/03/03,Same Day,Truck,73071,882064.51,1,0.9,jcb,3547357262139296,Okay
843,97 Dunning Junction,Roombo,596-80-7389,2499,Aston Martin,V12 Vantage,Green,2012,621092.39,37000-587,Zacherie Aartsen,Male,Senior Financial Analyst,989-960-9080,zaartsenne@sciencedirect.com,Saginaw,United States,US,Michigan,2 Judy Place,2018/09/22,41250-037,2019/01/29,First Class,Air,48609,937323.87,2,0.58,jcb,3539486484666172,Okay
844,9760 Fallview Point,Feedmix,631-99-9505,593,Pontiac,Grand Prix,Indigo,1994,550152.88,55150-125,Elysha Marquez,Female,Assistant Manager,414-982-2282,emarqueznf@google.de,Milwaukee,United States,US,Wisconsin,53148 Northview Way,2019/02/03,51672-4050,2019/04/09,First Class,Truck,53215,980213.23,2,0.73,diners-club-carte-blanche,30243536450018,Bad
845,0323 Namekagon Point,Brainsphere,105-82-0581,8799,Cadillac,Escalade EXT,Blue,2010,636858.15,36987-1163,Laurens Wye,Male,Web Developer II,212-155-4033,lwyeng@printfriendly.com,New York City,United States,US,New York,726 Oneill Hill,2019/04/03,13668-343,2019/02/21,First Class,Air,10275,727191.54,2,0.62,china-unionpay,5602251868038786129,Very Good
846,4 Tony Road,Mymm,759-60-1833,8019,Nissan,Frontier,Khaki,2000,598226.50,0363-0057,Iver Thaxter,Male,Social Worker,414-489-9365,ithaxternh@yahoo.co.jp,Milwaukee,United States,US,Wisconsin,81 Westend Center,2019/03/14,0409-9789,2019/02/09,Second Class,Air,53285,711964.37,2,0.52,jcb,3545591823666668,Very Good
847,87 Graceland Place,Flashdog,775-94-0831,1711,Ford,Freestar,Goldenrod,2005,556870.90,16729-248,Anastasia Margiotta,Female,Chief Design Engineer,205-991-6553,amargiottani@photobucket.com,Birmingham,United States,US,Alabama,5 Lakeland Junction,2018/11/16,0268-1366,2019/03/15,Standard Class,Air,35290,900087.93,2,0.46,jcb,3574761559410656,Okay
848,97154 Sauthoff Avenue,Feedbug,677-24-6266,5785,Lexus,IS,Pink,2006,554332.62,76331-807,Reena Huelin,Female,Editor,503-322-7433,rhuelinnj@mayoclinic.com,Portland,United States,US,Oregon,50206 Birchwood Park,2018/10/19,11994-127,2019/04/05,Standard Class,Truck,97286,938822.87,2,0.69,mastercard,5587936526385427,Bad
849,78977 Bayside Terrace,Twimbo,670-48-9406,5300,Porsche,911,Purple,1998,741589.61,36987-3262,Estelle Gunter,Female,Business Systems Development Analyst,704-758-0797,egunternk@hatena.ne.jp,Charlotte,United States,US,North Carolina,54028 Welch Trail,2018/11/12,45802-101,2019/06/14,Second Class,Truck,28289,847331.53,1,0.57,switch,6333287391343710,Very Good
850,5 Porter Trail,Dynabox,659-81-2311,8602,Pontiac,Grand Am,Puce,1990,727181.05,48951-1066,Dena Weavers,Female,Clinical Specialist,813-866-9238,dweaversnl@businessinsider.com,Tampa,United States,US,Florida,6 3rd Avenue,2019/04/13,51386-500,2019/04/21,First Class,Air,33625,761918.61,2,0.27,laser,630422209865420344,Very Good
851,05 Northview Way,Skimia,243-86-1776,4469,Lexus,GX,Mauv,2008,758122.49,55910-199,Valentin Everix,Male,Community Outreach Specialist,386-190-6495,veverixnm@blog.com,Daytona Beach,United States,US,Florida,7732 Old Gate Pass,2018/11/15,42291-805,2019/02/03,First Class,Air,32123,970739.41,2,0.6,maestro,0604256113294987418,Good
852,74427 Fairfield Point,Skidoo,393-49-1434,5581,Nissan,280ZX,Yellow,1979,705912.16,49643-104,Glendon Brazier,Male,Research Nurse,865-787-4975,gbraziernn@soup.io,Knoxville,United States,US,Tennessee,33624 Upham Crossing,2019/01/10,45802-245,2019/03/13,Standard Class,Truck,37924,898872.18,1,0.47,mastercard,5007664536264737,Very Bad
853,33347 Troy Center,Kwideo,820-54-7663,1665,Mercedes-Benz,300SE,Goldenrod,1993,661174.36,58232-0702,Andrew Siviter,Male,Food Chemist,804-297-1313,asiviterno@dmoz.org,Richmond,United States,US,Virginia,2 Bultman Lane,2019/01/31,42192-353,2019/02/23,Second Class,Air,23277,748411.79,1,0.75,americanexpress,373709148435873,Good
854,2 Loeprich Place,Quimm,109-63-3941,9329,Subaru,Justy,Puce,1990,517142.83,49288-0326,Neddie Pedder,Male,Senior Editor,971-869-1575,npeddernp@nps.gov,Portland,United States,US,Oregon,04358 Pleasure Park,2018/12/18,55111-341,2019/04/08,Second Class,Air,97271,711788.52,2,0.61,mastercard,5108753320855400,Very Bad
855,312 Leroy Alley,Wikibox,650-81-9232,1662,Mercedes-Benz,SL-Class,Crimson,2009,755485.08,65162-642,Olvan Strewthers,Male,Product Engineer,407-487-9306,ostrewthersnq@foxnews.com,Orlando,United States,US,Florida,894 Washington Parkway,2019/02/13,42507-247,2019/06/10,Second Class,Truck,32830,931842.37,1,0.37,instapayment,6382240213864207,Bad
856,2449 Butterfield Lane,Linktype,614-40-8086,9333,Buick,Century,Khaki,1992,796948.82,36987-3061,Torie Erricker,Female,Senior Cost Accountant,504-476-5027,terrickernr@mayoclinic.com,New Orleans,United States,US,Louisiana,82625 John Wall Drive,2019/02/05,43386-622,2019/03/24,First Class,Air,70174,808846.03,1,0.47,mastercard,5048371722275383,Good
857,834 Graedel Lane,Avaveo,866-62-6025,3889,Nissan,Titan,Puce,2009,677863.64,50730-8719,Elmo Kornacki,Male,Financial Analyst,484-705-8462,ekornackins@de.vu,Reading,United States,US,Pennsylvania,12 Butternut Drive,2019/04/19,47682-073,2019/02/18,Second Class,Air,19605,906360.11,2,0.7,jcb,3550225963179628,Okay
858,271 Nova Way,Chatterbridge,366-41-4206,696,Audi,TT,Pink,2004,705970.97,68788-0920,Ursuline Umpleby,Female,VP Accounting,602-289-4164,uumplebynt@redcross.org,Phoenix,United States,US,Arizona,98 Briar Crest Court,2018/10/11,54458-967,2019/05/24,Same Day,Air,85020,950656.23,1,0.52,jcb,3549554302917909,Very Good
859,433 Lyons Trail,Trilia,228-26-7628,3852,Ford,F-Series Super Duty,Fuscia,2008,736754.55,41520-190,Revkah Kuschek,Female,Engineer IV,412-267-9200,rkuscheknu@cbsnews.com,Pittsburgh,United States,US,Pennsylvania,8 Delladonna Court,2018/07/07,28107-010,2019/03/11,Standard Class,Air,15225,929677.44,2,0.89,jcb,3583891845776211,Bad
860,0603 Green Avenue,Fliptune,703-40-7061,2039,Oldsmobile,Bravada,Orange,1997,536650.66,13537-113,Heath Cordingly,Female,Computer Systems Analyst I,423-165-4353,hcordinglynv@is.gd,Kingsport,United States,US,Tennessee,294 Huxley Terrace,2019/02/10,14783-434,2019/05/02,Standard Class,Air,37665,995597.63,1,0.62,diners-club-enroute,201418785456618,Very Good
861,653 Nobel Hill,Aivee,575-74-5075,3787,Audi,S5,Turquoise,2011,677518.46,10019-035,Sanderson Northbridge,Male,Physical Therapy Assistant,410-661-4453,snorthbridgenw@businessweek.com,Baltimore,United States,US,Maryland,682 7th Center,2019/05/30,54569-0355,2019/06/10,Standard Class,Air,21211,711993.48,1,0.36,diners-club-us-ca,5553266800030840,Bad
862,246 Marcy Hill,Skiptube,383-42-7807,0203,Lexus,LX,Yellow,2009,743273.77,65862-697,Lannie Bilbery,Male,Structural Engineer,907-597-0285,lbilberynx@pen.io,Anchorage,United States,US,Alaska,1285 Algoma Avenue,2018/12/30,51991-793,2019/03/01,Standard Class,Air,99507,819167.64,2,0.49,jcb,3546188488368596,Very Bad
863,5 School Street,Rhynyx,711-98-8851,9859,Mazda,Mazdaspeed 3,Purple,2008,641041.29,63517-101,Weidar Elliot,Male,Analyst Programmer,504-852-8089,welliotny@skype.com,New Orleans,United States,US,Louisiana,042 American Ash Pass,2019/01/25,0781-3136,2019/03/10,First Class,Air,70160,715755.21,1,0.38,americanexpress,337941432259421,Okay
864,0165 Holy Cross Parkway,Gabspot,849-16-1152,8023,Infiniti,G35,Goldenrod,2007,743163.71,41163-603,Gabriellia Bard,Female,Software Test Engineer IV,440-405-4797,gbardnz@house.gov,Cleveland,United States,US,Ohio,83815 Pawling Road,2018/08/24,59535-4311,2019/01/18,Same Day,Truck,44177,714782.23,1,0.61,jcb,3532234823975822,Very Bad
865,9 Dunning Circle,Buzzbean,123-20-9005,5582,Mazda,Protege,Green,1998,549101.39,49967-372,Sally Timmes,Female,Associate Professor,772-707-3854,stimmeso0@businessinsider.com,Port Saint Lucie,United States,US,Florida,8354 David Circle,2019/02/24,52686-230,2019/04/26,Second Class,Truck,34985,789487.07,2,0.84,visa-electron,4844235773900208,Very Good
866,60018 Northland Trail,Linkbridge,471-14-4582,8909,Pontiac,Firebird,Crimson,1985,654943.48,45802-759,Tedie Newlove,Male,Assistant Professor,502-699-0225,tnewloveo1@list-manage.com,Louisville,United States,US,Kentucky,288 Scoville Terrace,2019/04/15,36987-3212,2019/03/28,Same Day,Truck,40266,733391.50,1,0.53,jcb,3537902884687529,Very Bad
867,4 Pankratz Road,Pixonyx,304-51-1575,9543,GMC,Sierra,Indigo,2010,752038.24,55648-787,Standford Longhorne,Male,Account Representative I,213-537-3658,slonghorneo2@go.com,North Hollywood,United States,US,California,406 Schmedeman Trail,2018/10/06,0869-0686,2019/01/20,First Class,Air,91616,814631.94,1,0.32,instapayment,6370531855645316,Very Bad
868,806 Dawn Avenue,Demizz,709-32-7998,7729,Ford,F150,Blue,2009,579906.48,42627-257,Prissie O'Dempsey,Female,Structural Analysis Engineer,334-320-7752,podempseyo3@cpanel.net,Montgomery,United States,US,Alabama,9 Alpine Avenue,2019/02/03,36987-2194,2019/01/19,Same Day,Truck,36177,753196.07,1,0.67,china-unionpay,5602234868804330401,Very Good
869,5 Lakewood Gardens Pass,Kazio,804-77-7032,2109,Dodge,Durango,Green,1998,772124.26,36987-2932,Wilton Sinnott,Male,Project Manager,239-738-1470,wsinnotto4@nature.com,Naples,United States,US,Florida,33066 Clyde Gallagher Drive,2018/08/31,37012-845,2019/05/11,Same Day,Truck,33963,769635.33,1,0.67,maestro,58931384373799386,Bad
870,177 Fair Oaks Way,Skibox,445-52-9552,8447,BMW,3 Series,Red,2004,645397.71,35356-926,Timmie Pehrsson,Male,Database Administrator II,202-296-8744,tpehrssono5@wired.com,Washington,United States,US,District of Columbia,0086 Eastwood Avenue,2018/07/18,54868-6296,2019/06/01,First Class,Truck,20580,807974.40,1,0.72,diners-club-carte-blanche,30422939015103,Very Bad
871,69268 Morrow Trail,Digitube,207-36-7790,0809,Chevrolet,Corvette,Khaki,1995,711905.29,65044-1791,Elnore Lampens,Female,Dental Hygienist,816-780-8665,elampenso6@youtube.com,Kansas City,United States,US,Missouri,17 Briar Crest Parkway,2018/12/12,54575-196,2019/01/04,Second Class,Truck,64199,818323.16,1,0.81,diners-club-carte-blanche,30492241633257,Very Bad
872,858 Iowa Street,Tagcat,146-37-9519,5019,Mercedes-Benz,SLS-Class,Pink,2011,506994.88,0591-0932,Valery Crole,Female,Senior Cost Accountant,209-717-5017,vcroleo7@shop-pro.jp,Fresno,United States,US,California,50942 Bellgrove Street,2019/02/25,10596-330,2019/04/12,First Class,Truck,93715,812303.63,1,0.71,jcb,3531960892976199,Very Good
873,884 Glendale Lane,Browsebug,864-23-1420,9823,Audi,A8,Indigo,2012,632674.07,68745-1057,Riannon Vaisey,Female,Environmental Specialist,951-862-0351,rvaiseyo8@nytimes.com,Riverside,United States,US,California,150 Farragut Trail,2019/02/18,0268-6640,2019/03/30,Second Class,Truck,92513,860741.36,1,0.76,diners-club-enroute,201471659082564,Very Bad
874,834 Sunnyside Trail,Rhyloo,635-23-3528,6573,BMW,M3,Goldenrod,2002,640032.91,13537-048,Archibold Childerhouse,Male,Design Engineer,813-963-9450,achilderhouseo9@hc360.com,Tampa,United States,US,Florida,6 Birchwood Street,2018/06/21,0591-2805,2019/03/12,Same Day,Truck,33680,881609.23,1,0.37,jcb,3568695899457175,Very Bad
875,03 Farmco Parkway,Aivee,681-07-9348,0742,Mercedes-Benz,E-Class,Puce,1984,654986.52,63539-5195,Lorry Chateau,Female,Nurse Practicioner,907-677-1668,lchateauoa@cocolog-nifty.com,Juneau,United States,US,Alaska,2282 Dwight Drive,2019/04/24,49288-0588,2019/05/11,Standard Class,Air,99812,724812.76,2,0.63,maestro,501862753083583615,Very Bad
876,18 Morning Crossing,Flashdog,128-57-5591,4682,Chevrolet,Caprice,Fuscia,1977,584013.95,43857-0300,Herminia Van Daalen,Female,Desktop Support Technician,302-561-6303,hvanob@sourceforge.net,Wilmington,United States,US,Delaware,9412 Cody Place,2018/11/30,48951-2021,2019/04/01,Second Class,Air,19805,919628.58,2,0.63,americanexpress,374288005564926,Very Good
877,1332 Lighthouse Bay Place,Pixoboo,589-59-0272,8163,Suzuki,Sidekick,Mauv,1992,645381.97,0781-2195,Wallie Wingham,Female,Payment Adjustment Coordinator,202-105-6768,wwinghamoc@barnesandnoble.com,Washington,United States,US,District of Columbia,70467 Talisman Circle,2018/09/01,55154-4179,2019/01/16,Same Day,Truck,20205,843065.66,2,0.66,switch,675978774658081150,Very Bad
878,642 Utah Drive,Skinix,671-58-6551,7641,Acura,NSX,Khaki,1992,574374.13,0115-1232,Wyatt Dysert,Male,Analog Circuit Design manager,608-608-9102,wdysertod@github.io,Madison,United States,US,Wisconsin,8 Grayhawk Center,2019/04/15,59667-0103,2019/02/10,First Class,Truck,53779,798852.38,1,0.46,mastercard,5007667929223848,Very Good
879,2128 Spenser Avenue,Teklist,366-89-4882,9981,Rolls-Royce,Phantom,Crimson,2011,516274.45,62670-4458,Randy Gummory,Male,Social Worker,303-844-0035,rgummoryoe@altervista.org,Denver,United States,US,Colorado,344 Badeau Court,2018/07/09,50436-5891,2019/01/18,Same Day,Truck,80228,930903.65,1,0.48,jcb,3534179876973539,Very Good
880,8472 Delladonna Junction,Browseblab,667-48-5540,6511,Chevrolet,Citation,Teal,1980,754141.69,55655-121,Tilda Cromley,Female,Human Resources Manager,314-701-8979,tcromleyof@blinklist.com,Saint Louis,United States,US,Missouri,2414 Elmside Center,2019/06/14,47682-502,2019/04/14,Standard Class,Air,63121,977477.16,1,0.83,diners-club-carte-blanche,30128502764866,Bad
881,82311 Union Way,Tanoodle,479-33-7555,8663,Mitsubishi,Lancer,Goldenrod,2004,692269.30,43063-260,Zea Chevalier,Female,Accountant I,571-235-5048,zchevalierog@usda.gov,Arlington,United States,US,Virginia,37607 Kenwood Point,2018/11/17,68084-860,2019/03/21,Second Class,Truck,22217,701486.88,2,0.84,jcb,3574273950123631,Bad
882,53 Nancy Terrace,Oloo,887-81-9493,9064,Dodge,Ram 3500,Blue,1995,664712.23,65954-382,Brenda Bernardeau,Female,Civil Engineer,505-760-4300,bbernardeauoh@360.cn,Albuquerque,United States,US,New Mexico,506 Kinsman Junction,2018/10/02,16714-357,2019/05/18,Second Class,Air,87201,710104.66,2,0.61,instapayment,6385451617523532,Bad
883,024 Graceland Trail,Buzzbean,893-55-3731,3999,Toyota,Camry,Indigo,2000,570367.33,24385-594,Gawen McQuie,Male,Recruiting Manager,405-317-9391,gmcquieoi@forbes.com,Oklahoma City,United States,US,Oklahoma,74 Florence Road,2018/11/17,54868-6010,2019/02/09,First Class,Truck,73135,915297.96,1,0.36,bankcard,5602221013497865,Okay
884,5 Carioca Street,Quatz,520-60-5977,8271,Mitsubishi,Mighty Max Macro,Turquoise,1992,746135.61,0280-1146,Rockey Basilotta,Male,Teacher,513-694-2112,rbasilottaoj@ucoz.com,Cincinnati,United States,US,Ohio,738 Sauthoff Junction,2018/10/05,0536-2220,2019/01/15,Second Class,Truck,45228,702060.66,2,0.68,jcb,3551157117076286,Very Bad
885,4 Sullivan Avenue,Yakitri,676-50-2207,5501,Audi,A4,Green,1997,694021.87,50519-773,La verne Vaszoly,Female,Junior Executive,719-850-9904,lverneok@bigcartel.com,Colorado Springs,United States,US,Colorado,33 Dahle Trail,2019/03/11,54162-017,2019/03/18,Standard Class,Air,80995,821077.73,1,0.84,jcb,3534183500180255,Bad
886,32 Pleasure Road,Topdrive,736-16-2216,4341,Jeep,Compass,Red,2008,775457.82,49873-608,Barron Emburey,Male,Executive Secretary,661-739-2832,bembureyol@slate.com,Bakersfield,United States,US,California,384 Susan Junction,2018/07/28,13537-422,2019/01/07,Standard Class,Air,93305,978328.37,2,0.76,jcb,3543508178844189,Good
887,06 Monterey Park,Photofeed,806-33-9152,7109,Lexus,RX,Teal,2001,604800.87,11716-0103,Lynett Pentony,Female,Analyst Programmer,603-875-0039,lpentonyom@webmd.com,Portsmouth,United States,US,New Hampshire,63 Arrowood Alley,2018/10/30,63539-012,2019/03/01,Same Day,Air,00214,938938.20,2,0.35,china-unionpay,5602256205952079,Very Bad
888,136 Russell Plaza,Brightbean,169-13-5424,4011,Ford,Transit Connect,Khaki,2012,621916.45,68645-320,Isidor McCumesky,Male,VP Quality Control,713-341-9862,imccumeskyon@creativecommons.org,Houston,United States,US,Texas,53 Buell Lane,2019/04/05,55154-1391,2019/01/08,First Class,Air,77223,901160.40,1,0.76,bankcard,5602225922789239,Very Bad
889,8 Waxwing Road,Dablist,716-73-1584,9761,Jeep,Wrangler,Blue,2008,606415.76,62756-552,Alford Mainds,Male,Account Representative I,212-751-9768,amaindsoo@wiley.com,New York City,United States,US,New York,0 Mitchell Parkway,2018/11/21,49781-121,2019/03/10,Same Day,Air,10009,806288.94,1,0.6,laser,670610710836009809,Good
890,28 Packers Circle,Cogibox,163-82-3073,1839,Mazda,Protege,Crimson,1997,602954.03,0409-7139,Guss Yetman,Male,Data Coordiator,937-288-5806,gyetmanop@flavors.me,Springfield,United States,US,Ohio,7 Pearson Parkway,2019/04/04,0002-7502,2019/06/03,Standard Class,Truck,45505,808468.26,1,0.88,jcb,3582172703492105,Very Bad
891,75 Summer Ridge Drive,Wikizz,603-93-3331,8171,Jeep,Grand Cherokee,Fuscia,2002,563434.73,10586-9102,Giordano Pott,Male,Account Coordinator,863-576-6133,gpottoq@umn.edu,Lakeland,United States,US,Florida,59970 Old Shore Parkway,2018/08/19,55154-5472,2019/02/26,First Class,Truck,33811,995578.37,2,0.27,china-unionpay,5602242445209149130,Good
892,88 Bonner Park,Trudoo,706-95-4792,5295,Oldsmobile,Cutlass Supreme,Maroon,1994,632665.68,0085-1132,Valeria Abram,Female,Account Representative III,217-641-8431,vabramor@springer.com,Springfield,United States,US,Illinois,2035 Karstens Road,2019/04/04,0135-0525,2019/04/09,Second Class,Truck,62776,965695.64,1,0.63,jcb,3566015968963627,Okay
893,54338 Holy Cross Circle,Yotz,307-21-2166,0024,Buick,Coachbuilder,Teal,1994,610872.20,68016-526,Brigit Ruddiforth,Female,Staff Accountant IV,623-949-6463,bruddiforthos@youtu.be,Scottsdale,United States,US,Arizona,11131 Stone Corner Lane,2019/04/17,53389-100,2019/04/06,Second Class,Truck,85260,904555.79,2,0.74,jcb,3575232610075804,Very Bad
894,43454 High Crossing Road,Vinder,896-31-1379,0023,Nissan,Frontier,Pink,2011,730347.38,37205-844,Ahmed Lodeke,Male,Computer Systems Analyst II,415-143-7910,alodekeot@state.tx.us,San Francisco,United States,US,California,004 Oriole Pass,2018/11/24,51079-300,2019/05/21,Second Class,Truck,94154,720172.78,1,0.48,diners-club-enroute,201412991282165,Very Good
895,10170 Delladonna Point,Yambee,239-95-4807,3378,Lincoln,MKX,Yellow,2009,608645.54,48951-1191,Creighton McTrustrie,Male,Legal Assistant,678-183-7466,cmctrustrieou@tuttocitta.it,Atlanta,United States,US,Georgia,5159 Larry Parkway,2019/01/06,54868-5581,2019/03/09,Standard Class,Air,30328,944403.45,1,0.7,jcb,3564971481290728,Okay
896,10925 Sunfield Center,Abatz,545-33-6916,9932,Buick,Century,Turquoise,1996,558958.38,0268-1046,Fey Emig,Female,Assistant Media Planner,404-468-0115,femigov@cmu.edu,Atlanta,United States,US,Georgia,14510 Caliangt Point,2018/07/31,50268-453,2019/05/02,Same Day,Truck,30380,826099.05,1,0.32,jcb,3563515996875563,Very Good
897,6 Atwood Hill,Chatterbridge,242-64-3271,5822,BMW,X5,Violet,2004,726495.19,22431-582,Kayle Trevillion,Female,Professor,318-622-9090,ktrevillionow@dedecms.com,Shreveport,United States,US,Louisiana,7165 Del Mar Way,2019/04/08,76069-100,2019/03/12,Second Class,Truck,71161,710897.26,2,0.26,jcb,3587895525657894,Very Good
898,12 Bobwhite Trail,Camimbo,638-29-8068,8180,Subaru,Outback,Orange,2012,519768.01,59762-2310,Daron Hyatt,Female,Systems Administrator I,203-326-1264,dhyattox@accuweather.com,New Haven,United States,US,Connecticut,713 Granby Drive,2018/07/21,30142-154,2019/06/10,First Class,Air,06538,856133.66,1,0.72,jcb,3536801780168041,Good
899,32608 Barby Road,Pixonyx,581-55-7507,728,Hyundai,Tiburon,Purple,2003,692525.49,59450-200,Ramon Filipson,Male,Geological Engineer,515-506-7235,rfilipsonoy@techcrunch.com,Des Moines,United States,US,Iowa,1235 Mallard Plaza,2019/02/26,0135-0484,2019/06/08,Standard Class,Air,50393,748094.19,1,0.62,switch,5641826799226214,Okay
900,4938 Green Parkway,Pixoboo,694-67-9628,7012,Buick,Century,Maroon,2004,519023.55,0615-7662,Waldo Harriday,Male,Office Assistant I,530-821-7172,wharridayoz@vkontakte.ru,Sacramento,United States,US,California,63 Welch Pass,2019/02/10,0093-8232,2019/04/21,Same Day,Truck,95818,967079.99,2,0.48,jcb,3539651878586910,Okay
901,1 American Ash Court,Eabox,454-20-1364,8574,Audi,S5,Mauv,2010,722881.18,0555-0860,Guillermo Schwerin,Male,Administrative Officer,318-136-6417,gschwerinp0@about.me,Shreveport,United States,US,Louisiana,1155 Eastwood Plaza,2018/11/11,36987-2764,2019/03/19,First Class,Truck,71166,733967.37,1,0.63,visa-electron,4405975999619014,Good
902,257 Sullivan Alley,Lazz,137-42-6156,9421,Mercedes-Benz,600SEL,Aquamarine,1993,727672.88,55143-107,Florri Menear,Female,GIS Technical Architect,478-238-9669,fmenearp1@freewebs.com,Macon,United States,US,Georgia,67018 Anderson Place,2018/11/07,10544-020,2019/06/17,Standard Class,Truck,31210,956856.33,1,0.76,china-unionpay,561097740133184032,Very Good
903,0452 Mendota Plaza,Bluejam,865-17-8441,4679,Volvo,C70,Blue,2013,753172.07,54312-325,Idelle Fitch,Female,Recruiting Manager,859-625-7974,ifitchp2@mail.ru,Lexington,United States,US,Kentucky,31434 American Court,2019/02/20,48951-7116,2019/02/13,Second Class,Truck,40596,861742.21,2,0.5,jcb,3547223802150856,Very Bad
904,10517 Hollow Ridge Drive,Yozio,245-14-9639,3570,Ford,Excursion,Mauv,2002,750790.50,41163-156,Mariquilla Kernaghan,Female,Environmental Tech,504-138-2502,mkernaghanp3@oracle.com,New Orleans,United States,US,Louisiana,10 Laurel Junction,2019/06/04,54575-943,2019/01/19,Second Class,Air,70149,980953.20,2,0.76,solo,6767331440544847599,Very Good
905,4448 Reindahl Terrace,Feedbug,412-67-0231,9811,Volkswagen,Beetle,Orange,1965,769865.36,75866-306,Fergus Fransinelli,Male,Marketing Manager,915-258-8594,ffransinellip4@list-manage.com,El Paso,United States,US,Texas,51 Randy Center,2018/07/26,0591-3748,2019/06/14,Second Class,Truck,88519,778363.84,1,0.83,jcb,3574026917846953,Okay
